participant_id,track_id,full_response_text
121,a,Happy bouncy eurotrash. /Meaningless. Easy listening good to run and drive to/All of the above/No
121,b,Fun Punchy. Good beat \Like the artist and their music   Heard this on radio and bought the album as it's fun\As above\No
122,a,"The beat I save the whole album The beat is uplifting No, it's just a normal song for me"
122,b,"Guitar  I enjoy the music It is nice No, it's just a song to me"
123,a,"The album that the track comes from was reccomeded by my girlfriend It bring back nice memories  I enjoy the category of music that it comes under and its also a very happy song Yes, the albu (unfinished sentence provided)"
123,b,The album that the track is from was recommended by my girlfriend It brings back good memories  I like indie style music and this track would fall under that category  It was recommended by my girlfriend
124,a,"It's a song that I really like  It's one of my favourite songs of all time  its easy to listen to, and its calming  yes, it is able to make me calm whenever it is on "
124,b,"It's a classic song  I love Whitney's music  its a song that everyone will sing along to  yes, it makes me think of my family as we always listen to Whitney's music together."
125,a,"There's a real spacial awareness; quiet, delicate and comforting.  I think it's a very beautiful track off one of my favourite Talk Talk albums. It's part of a bigger playlist composed of similar songs.  I very much enjoy this song, how it slips from dark brooding sections and then eases into these warm, restrained choruses that hint at something far larger than you can ever put into words  Yep, I'd say it's the first Talk Talk track I really got into. I was advised to check them out after chatting about Bon Iver's second album and similarities between the two. It's a playlist of favourite songs. "
125,b,"Reminds me of All Things Must Pass by George Harrison and working in an office in Waterloo. This song was played most mornings for about a month after its release, puts me in a happy, reflective mood.  Brilliant song, wanted to be able to listen to it offline, any morning.  I think it's wonderfully orchestrated, it doesn't feel overcomplicated or overblown, feels like opening the curtains, fills me with some faith  Yes, as mentioned above. I was never massive on Beck but this introduced me to his recent work and then I went back and got into to the earlier albums. "
126,a,"Gathering with friends  One of my favorites  A great song from a great album  Yes ,I didn't listened Dylan for a while and then I discovered this album "
126,b,"A soundtrack  I like la
Sonnambula It's like a journey to other era  Generally opera brakes the routine.."
127,a,Whether I will be judged by the people conducting the survey for listening to this song I downloaded the whole album  It's musical quality and chill feel No
127,b,It's a cute song  I downloaded the whole album  It's a nice song Not really 
128,a,"Big, powerful, loud song that feels like beating your chest and shouting/I like it, it lifts my mood and is energising/Good beat, good riffs, lifts my mood. /Not particularly"
128,b,"That it's one of my favourites and has been for nearly 30 years. Fun, fast, sleazy and upbeat.\Long time favourite band, album and track. Originally owned it on cassette.\Lots of fun, lifts my mood\Yes. It was featured on a film called ""The decline of western civilisation part 2: The Metal Years"". The film was a big influence on me as a teenager, and this song and band in particular, on that film, changed my music taste (forever!)"
129,a,"Excellent vocals, really catchy chorus, brilliant guitar work from Blackmore, good driving song. Chorus had me hooked for weeks, listened to it on repeat. I automatically want to sing along, really gets stuck in my head. This genre of music really communicates with me, just love the way the song is put together. To reiterate a point, the chorus is  really catchy. Yes - Regardless of the situation, regardless of my current mood, this song makes me forget everything negative and put that smile on my face. After battling depression for a number of years it became apparent to me about how I can use music to alter my mood. Be it for good, or for bad. This is an example of the former. "
129,b,"The notes and phrasings Guthrie plays, where does he get his ideas from?! In admiration of Guthrie's musical genius! He sounds like no other guitarist. I don't often enjoy solo guitar music, however the way he plays makes it very easy and interesting to listen to. No - although I admire the playing, it doesnt stir much emotion within me."
130,a,"Dancing on a night out  Pre-drinks music  Upbeat, easy lyrics, catchy No - just a song that I like "
130,b,"Her political stance against donald trump  like Katy perry music  Good rhythm, catchy  No - just a song I like "
131,a,my daughter singing it in the car/so my children can listen to it/I wouldn't listen to it on my own but it makes me happy that it makes my children happy!/no
131,b,I hate Adele's singing voice\I arranged the song for a choir and kept the original to learn the words\I don't particularly like the song\yes- it was sung by my choir in the first concert we performed
132,a,"Groovy hip hop with a mix of soul/It makes me wanna dance/It has a cool meaning behind the lyrics/No, its just another song to put me in a good mood"
132,b,"Deep house\I like the electronic beat\It makes me wanna dance\No, just found it one day on soundcloud"
133,a,"Fun Combines two of my favourite genres of music - ska and Cuban salsa. I have all of Ska Cubano's albums on my iPod. It's quite summery and makes me think of hot summer nights. In a way - I've met the band backstage and wrote a biography for its saxophonist at her request. However, this is not one of my favourite tracks of theirs."
133,b,"Funky! I have all of Prince's albums on my iPod. I was a massive fan of his from the age of about 12 to 22 in particular, but I still go back to his songs quite frequently, especially after he died last year. It's a fairly early Prince track from the era when he played everything himself. It's relatively unsophisticated compared to much of his later work, but has all the classic Prince hallmarks - funky bass, falsetto vocal, early 80s synths! No. It's not in any way a favourite Prince track and probably not one I would ever select to play specifically (unless I were playing the album in its entirety) but it's still nice to hear it on shuffle!"
134,a,"Listening to Elvis on roadtrips by myself and singing along with the radio Really like the song & Elvis in general I love Elvis' voice and this song in particular has a nice melody and orchestration Not particularly, just a song I like listening to on car journeys etc"
134,b,"Learning to play the song on piano about 10 years ago Love love love Fleetwood Mac, one of my favourite bands Really nice melody and Stevie Nicks voice is great. Moving story within the song Yes, love playing it on piano, a lot of repetitive scale patterns which makes it easy enough to play"
135,a,the beat and catchy rhythm. I like how it sounds Herd it in a cafe and wanted to listen to it again.  One of my favorite songs no
135,b,"the hip hop vibe. makes me want to dance liked how it sounded, also was a popular song once i like how it sounds good song to do hw to and work out to.  use it in a power point for end of the year swimming montage"
136,a,Freedom Makes me feel better Easy to listen to In a way as it makes me feel better
136,b,Being 15 again and singing with my friends to paramore It's a good song and enjoyable I know all the words and can sing along Yes as it reminds me of being with my friends
137,a,Cheesy 1980's goodness. Phil Collins is an excellent singer./It's a good balance with the rest of the tracks on the list. I usually add songs as and when I think about them./Well I secretly enjoy the track a little bit. It's upbeat and has a nice synth track which contrasts against some of the progressive rock in the playlist./Not in particular. I usually pick tracks individually based on mood. The shuffle function is a rare choice.
137,b,A great nineties rock track. Definitely worth a listen. High tempo. Great introduction.\Because it's one of those songs I never get tired of.\I feel the band has produced some excellent songs and are severely underrated. It's a driving and motivating kind of song.\Supergrass were a band that was part of the British music scene when I was very young and I have had an attachment because it's what I grew up with.
138,a,"One of my current favourites so was very glad it was the first when I shuffled.  I discovered it on Spotify and I don't have premium so was unable to listen to whenever I wanted too, so I downloaded it so that I can listen to it whenever.  I love the beat- the piccato strings are different in a popular music song. It's easy to listen too. I love the artists voice as it's unique. Also like the lyrics a lot.  Yes- I have a past with depression, anxiety and eating disorders so have a lot of 'issues'. The songs lyrics just highlights that we all have issues so makes me feel a lot better about it. It's sort of empowering. "
138,b,"The catchiness of it.  Really liked the beat of the song and wanted to be able to listen to it when I choose rather than through Spotify where you have unlimited skips and cannot choose a specific song.  It's very catchy, makes me want to move/tap my foot/dance. It's a happy song and very summery so perfect for in the car at this time of year.  Not really. I'm definitely an introvert so I like to go back into my 'cocoon' "
139,a,"It's one of the less interesting Gershwin covers on the album./If I like most of the songs on an album, I will usually have the entire album on my phone, even if some of the tracks aren't as interesting or enjoyable as others. /I think Brian Wilson chose his favourite Gershwin tracks even though on some of them he had fewer ideas than others to bring to them./Not really. It's not helped by the fact that the song is meant to potray a character in a larger work and I don't find it stands up well outside performances of Porgy and Bess as a whole."
139,b,"Post-war British confidence.\I'm interested in British television history and the music used by television companies is part of that.\It's tuneful, upbeat and has a distinct sense of its time.\Yes. It makes me think of the Britain my parents grew up in and how much its confidence was real and how much of it was whistling in the dark. It's pretty cheerful, too. Good music for setting out on a journey in the morning."
140,a,"When the song was released I was single and in my mid twenties and was enjoying working in a bar in the evening and going out a lot.  It's an uplifting happy song, good for singing loudly in the car.  It makes me happy.  Not particularly, it was one of many I played regularly at that time. "
140,b,It's a powerful and emotional song about a break up which could have applied many times over the years.  It's a recent song I'd heard on the radio and I enjoyed it so downloaded it.  I sing it in the car and imagine I am singing it to one of my exes.  Not particularly. The emotion in it just reminds me of how I have felt sometimes when a relationship breaks down. 
141,a,It bring's back memories of the show and the song is up beat.  Because i enjoyed the show and i like listening back to the soundtracks after the show. If the show is good then i often purchase or download the songs.   Up beat and fun.  Its a good track and brings back good memories
141,b,I can't really remember the song.  Because i like a variety of music and i like olly murs.  Up beat  Its a good song
142,a,The vibe Puts me in a good mood The lyrics and how it sounds No
142,b,"Usher Vibe The meaning No, its old school jam"
143,a,"The first thing that comes into my mind about this track is the word ""Groove"". The music is mid-tempo so it's not quite a danceable track, nor a ballad for slow dancing. I chose to save this track to my device because I heard it on the radio in my car and thought it was enjoyably simplistic and reminiscent of the artist, Prince - my favorite artist - due the singer's use of his falsetto for most of the song. Also, I thought it would be a good song for me to learn and add to my performance repertoire as a performing artist. I enjoy this song because it's easy to sing along with easily and is reminds me of older R&B music of which I am very fond. I have a relationship to this track because as a performing musician I have added it to my performing repertoire and the lyrics remind me of how it has felt (nerves, anxiety, etc.) when I have gathered the courage to approach someone romantically."
143,b,"The first thing that comes to my mind is sex. I chose to save this track because it was made by one of favorite girl groups. I enjoy listening to this track because the chord progression, though repetitive, is interesting along with the instrumentation. I have a relationship with this track because it comes from one of the first CD's I ever listened to as a kid."
144,a,My Brother/Makes me happy/Love the story-telling and the rhythm/Yes - I have learnt to sing it. I add my own style to it.
144,b,Escaping my troubles\Reflects my mood\Good to know someone else has felt the same feeling.\Yes. My ex-husband introduced me to this song - in happier times.
145,a,Makes me think of Mr Bean! :)/Because of the reason above! It makes me smile and happy as Mr Bean makes me laugh! (It's  used in the film Mr Beans Holiday)/It's a super tune and makes me smile and la la la along to it!/Only in the fact I associate it with a film and a character I love :)
145,b,"YEAH! Energised.\British Sea Power are one of my favourite bands, and I enjoy pretty much everything they've made! \It makes you feel up beat and ready to go!\Yes in a way, I've seen them live as a band well into double figures now! And this one in particular as it has a french horn part makes me think of when I saw them at the Barbican where all their songs were re done with a brass band, so this one featured at that gig. I always see British Sea Power with my best pal Gav and my fiance Pedro, so again makes me think of them too and in turn makes me feel great!"
146,a,"Glad it was this track as it is one I enjoy Because it is one of my all time favorites Great track Yes, reminds me of when I saw them live, a long time ago"
146,b,"Another good track, not my favorite on that album but still good Saved the whole album. Only save tracks I enjoy No not really just a track on a good album"
147,a,Relaxing track from a totally relaxing album.  Love the album and good for times when need to slow everything down. vocals are amazing No
147,b,I had no idea this was on my phone! I don't recall saving it I quite liked listening to it here ... it's not something I listen to all the time.   Has a celtic feel and that's where my roots lie
148,a,"Remember listening to this at my first live concert  It is one of my all time favourite songs and makes me smile  This track cheers me up anytime, and if I have a long drive or stressfull day I can turn the volume right up and sing my loudest  I have been a Bon Jovi fan  since I was young, and due to my old job I got to stand on stage at Old Trafford with them while they sang this track live !!!"
148,b,"It reminds me of my wedding day it was the track that my husband had chosen for me to walk in to and it was a surprise.  It is one of my favourite songs and made me cry !!!!! It has happy memories of my wedding day  It is totally different to my normal music choices as I do really like rock tracks, however, this is a special song that reminds me of when I first met my now husband Yes - it always makes me happy if I'm feeling a little sad."
149,a,"1970's glam rock/one of my favourite songs from my favourite era of music/it is just a great song, different to the norm/no, it is just a song i enjoyed listening to in my teens and still enjoy know."
149,b,"energetic, fun, rebellious\great tune, meaningful lyrics, just enjoyable song\loud, raucous, helps to keep me feeling young\no, it is just a song i liked when i first heard it and still enjoy now"
150,a,Nostalgia/I love 80s pop music/I grew up in the 80s so it reminds me of when I was first discovering music (and MTV)/No
150,b,I don't know this song\I liked one or two tracks from the album so downloaded the whole thing\I don't think I've heard it before. I rarely listen to an album start to finish even if I've bought the whole thing\No. It's a new song to me.
151,a,"The music video, I remember watching it and loving the song even more.  I like how upbeat it is to drive to It's got a strong message, a great video & I can relate to the words  Yes, someone special to me introuduced me to it "
151,b,"Gym workout  To pump me up, for work, gym, anything  I only enjoy listening to it when I'm in that mood otherwise I find it too aggressive. Yes, it's my motivation song"
152,a,"A trip to France i took with my family about 3-4 years ago. I binged the album while we were there I really like the track, and Mika is one of my favourite artists It's very much in my music taste, i like the lyrics and the backing track Yes, as previously stated I binged the album during a trip to france and it reminds me of that"
152,b,"My friend Chris I needed music for a long drive i was taking with my friend and its one of his favourite songs It makes me happy, reminds me of our friendship Yes it was introduced to me by my friend chris and it reminds me of my friendship with him that grew from the last year"
153,a,"I like the energy of the song. The artist and her music style are one I was fond of for a long time and grew up with. It has a good energy, good lyrics and I love singing along with it. Yes, it is a song I used to listen to a lot when I was in my late teens."
153,b,"Loved this film! (it's part of the Tangled soundtrack) I loved the soundtrack to this film, and so I saved the entire soundtrack in my music library. It's a very happy, energetic and catchy song that makes me want to sing along. Yes, Tangled is to date one of my favourite Disney films, and the music is really good and always lifts my mood."
154,a,Got a groove. Makes me want to move. /Recommended by family member /Unusual. Neat lyrics and beat. /No. Unfamiliar to me but I like it.
154,b,Holidays\Like the artist and I like holiday music. \Nice version of a familiar song. \Yes. I like jazz and i like christmas music.
155,a,"First time I saw the movie Nightmare before Christmas and a related theme party with friends I really like it I find very interesting and creative musically. Yes

as I said i can recall different moments of my life related to this song"
155,b,"Death I really love it and listen to it often I find it very soothing and consoling Working with people` with mental health problems I often feel the song is a depiction of mental and psychological suffering. 
It talks about suicide but with a very tender and not judgmental way, acknowledging the pain of everyone involved"
156,a,The beginning of my relationship  I like the song  It makes me feel nostalgic  Yes- it's the first album that my other half introduced me to. He went on holiday for two weeks and I listened to nothing but this album until he returned because it made me feel close to him. 
156,b,"Nothing much- as a musician, I focus solely on each musical element of the song if there are no memories associated with the song I liked the song  I think it has a good melody and emotional aspect to the song, I also enjoy the musical rise and fall towards the end of the middle section  No- I think it's a nice song however it doesn't mean much to me emotionally "
157,a,"I'm already out somewhere, but this track has just taken the pace up a bit. It's going to be a good night! Like the beat Puts me in a party mood  No "
157,b,"Just going to the bar with a beautiful woman to get us some drinks  Like most of Bruno Mars Easy rhythm, cool song  No "
158,a,"It makes me smile It's one I knew I'd listen to a lot  It's catchy, makes me happy and I always end up singing a long. Yes, it's also on a playlist I made of songs to play to cheer me up."
158,b,"It's a classic. I love Michael Jackson's music It makes me want to dance. No, other than it being one I love to listen to it doesn't have any other special significance to me."
159,a,missed opportunity/personal importance/reminds me of a relationship that didn't end well./Yes. Listened to it when my ex boyfriend decided he had made a mistake finishing our relationship and wanted to try again. Then it didn't work out.
159,b,"upbeat and romantic\I like the song.\Happy, upbeat.\Not particularly, just like the song."
160,a,Old house I lived in Was my favourite at one point  As it brings back good memories ;) Yes reminds me of my old house 
160,b,"Block I stayed in first year  I Liked it As there are better out songs out there. No, it's just nice to listen too sometimes "
161,a,Memories of my past experience of liking a person/The lyrics relate to how I feel/The way the music is written and composed/No
161,b,"Dance\I like the tune of the song\The music sounds good\no, I just liked the song as it has a really catchy tune"
162,a,"A song about every day heroism with a great melody It's an uplifting, melodic tune. The melody, the singer's voice, and a cool solo. I found the album by accident in a second hand CD shop. I used to go to such places a lot so it reminds of exploring music shops and occasionally finding real treasures."
162,b,"Great African-type drum rhythm It is a beautiful ballad of loss The rhythm and the piano, along with a great expression of lost love. It reminds me of a past relationship that ended and looking back on it now this song captures it."
163,a,"My appreciation for anderson .paak and the search for the right woman. I love anderson .paak, so I have both albums saved on my phone. I enjoy his style and the way that he mixes old and new techniques into his songs. I like the way it sounds and it also makes me feel hopeful and I really like the guitar solo at the end.  Yes, I have a connection with all of the songs on anderson .paak's albums because I have listened to them many times. It doesnt evoke any specific emotions, just respect for paak as an artist"
163,b,"Very poppy, and kind of all over the place with random sounds and not many lyrics. When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist. I havent listened to it many times after saving it because it is a little over the top I enjoy listening to this song because its very happy and makes you feel unlike any other song. Kind of an unexpected jolt No, I have only listened to it a few times and it really doesnt mean anything to me"
164,a,"Rock 'n' Roll I saved the whole album Sometimes I do enjoy listening, sometimes I don't -  depends on my mood and the situation, as rock 'n' roll is not always what I like Not really, in a way yes, because I've been to a concert of this band, where they played it."
164,b,Love it! Saved the whole musical soundtrack on my ipod It's a great musical with great singers yes: I've seen this musical and I just love the soundtrack
165,a,"My friends that listen to the band too It's catchy, and I really like the whole album. It also makes me feel quite empowered  It makes me happier than I was prior to listening to it  Yeah, it reminds me of old friends who I've not seen for a while, so it brings back memories "
165,b,"Melancholy feelings The music is really emotive and that's something I find important in music  To me, it's really powerful, it makes me remember that I'm doing well.  Not specifically the song so much, but the whole album it comes from reminds me that I'm not the only person who is uncertain about my future "
166,a,"This track initially reminds me of the person who recommended this artist to me, and secondly brings back fond memories of eventually seeing them live with the same friend who introduced me to them. I tend to listen to a lot of new music, so the purpose of saving it is to make sure I don't forget about it. I enjoy listening to this track basically because it's catchy as hell. Yes. As mentioned above it reminds me of seeing my friend's band support this artist a few weeks after they were recommended to me."
166,b,"I don't actually remember this song at all, but i do like it. Because of the vast amount of new music I actively seek out on a daily basis I often quickly forget about some of them. Adding them to a New Music playlist means I will eventually rediscover them, as I have just done with this track. It is the exact kind of wobbly-dream-pop-guitar music I am really in to right now. No. I like the song a lot, but I have no significant memories attached to the track or artist."
167,a,"It makes me feel happy and want to dance. Reminds me of being on a night out and enjoying times with friends. It puts me in a good mood, cheers me up Because it lifts mood and reminds me of good times. No, it reminds me of good times but it is not personal to me. "
167,b,"Its quite a sad slow song.  The lyrics are very meaningful and its a song I concentrate on when I listen too.  I like the lyrics and its a slow song to listen to when you want to sit down and wind down. The lyrics mean something, you can relate to the way in which the artist felt at the time. No, I don't personally relate although I love the lyrics "
168,a,"So much better than the original. /Cos I have all the music I love, and all the music i want to listen to on my device. /The way it sweeps parts in and out, the ticking drums mixes well with the vocals. It almost builds to a peak a few times but it keeps something back to the solos at the end  /No. Its just a good song."
168,b,"Classic house piano 90s pop, but tempered with loveliness.

 I have all the tracks I own on my device. Its a great song. Its not quite cheesy pop, but it is. You almost want to put your hands in the air and it reminds me of dancing in someone's room when I was 19.  Yes. I remember seeing it on Top of the Pops, and it being something that stuck in the mind. Years later i found it again. Just scrumptious. Now I love it cos its looking back to innocent times "
169,a,"1960s Cult classic Great melody, excellent lyrics Yes, my father had it on an LP and it reminds me of him"
169,b,House music and parties Upbeat and good lyrics Lively soundtrack No 
170,a,"This song reminds me a bit of the Beatles and it has a message that says to me that you need to keep going despite uncertainty. I am an atheistic person, but I like the song it for its somewhat religious sentiment because I find that interesting despite not prescribing to that belief system. It is a beautiful song and it is calming as well as invigorating. It is part of my playlist for studying or more focused work because it is not too loud/popish. It is soulful to me, so I find it evokes a fair amount of emotions from me. No matter what situation I'm in, I will respond to this song, but the emotional response will always be a bit different.  Yes, I do. I found it when my friend recommended the band. It has helped me sort through some of my emotions, unpacking my discomfort and grief at certain parts of my life."
170,b,"Difficult and fast. I grew up playing violin and I have always wanted to play bluegrass music. The violinist in this song is incredibly talented, but this song makes me stand a bit on edge because I can imagine myself trying to keep up with the pace. I was in a bluegrass mood/phase (I'm not in that phase anymore) and I never wanted to lose this particular gem of a song.  I enjoy this song at certain times. It makes me want to play my violin more and become as good as the fiddler in the song. It makes me appreciate different sounds. 

However, I don't enjoy listening to it when I want to calm down. It is not a pump up song, but it definitely does not relax me. No, I do not. Often, I will skip over this song to get to ones I enjoy more. I do enjoy this song, but in no way do I know it well enough to hum it nor do I seek it out."
171,a,"Funk. I'm a fan of Snarky Puppy, Jazz, Funk and Fusion music in general.  The song is funky and has really interesting riffs throughout. As a drummer, I really appreciate the different rhythms. I haven't listened to this song for a while - and I love that the chords / voicings used are really great but also unpredictable. I like the fact that you can't easily anticipate what is going to happen next.  Not particularly. I'm a fan of the band and saved the album. When I shuffled my library this came up first. I do really enjoy listening to this song though. "
171,b,"Catchy Pop Discovered the album last year and really enjoyed listening to it. This is one of my favourite songs from the album.  I find the song really catchy and think that it has a great gospel feel throughout. Really like the syncopation of the rhythms too. Really enjoy listening to the track.  Again, no relationship as such but just enjoy the track. "
172,a,"Memories of when I first heard it - at University. It's a song about a dream and/or a shipwreck, and it makes me wonder what I would do in such a situation The band are one of my favourites It evokes happy memories, and is a much loved song Yes - memories and creativity are both evoked"
172,b,"I want to dance It's from a classic album (Rumours) It's fun and gets my toes tapping - if I am alone I'd 'sing' along too No - I love it, but I probably wouldn't remember it if I was asked to list my favourite 50 songs"
173,a,"It's a fun song, but has calm/chill vibes at the same time, makes me think of driving because I listened to it a lot while I drove. I liked the way it sounded, and it wasn't like the rest of my music. I felt like I was branching out a little bit. I enjoy it because it kind of calms me down and pumps me up at the same time.  I can sing to it, I don't know, it's just so versatile. Yeah, I know that I found it during my freshman year of college, because it brings back a feeling familiar to the general feeling I had of spring of freshman year."
173,b,"Sleeping, calm I saved it because I liked the way it sounded, I thought it would be a good song to fall asleep to. I enjoy listening to this song because it sounds sweet, like a cute sweet not cool sweet.  I love love love songs with acoustic guitar in them as well, and this song has soft acoustic guitar that I love!!! Yes, I found it when listening to my friend's playlist, and I associate it with certain feelings.  Like I fall asleep to this song often, and I play it a lot on rainy days because it just fits the feeling I get on rainy days so well.  "
174,a,"Reminds me of being young/I used to enjoy this song when it was in the charts, when I was much younger. I created a playlist full of songs that reminded me of my youth, and this was a big hit at the time./I quite enjoy listening to the track because I remember all the words from when I was younger, and it reminds me of my childhood / youth./No - it is just a song that was popular when I was growing up which I listen to for nostalgia"
174,b,"It makes me happy\It was a very popular song during my childhood, and I was a big fan of the Backstreet Boys\The song makes me happy. It reminds me of my childhood and how much I enjoyed the Backstreet Boys at the time. Listening to the song back as an adult, it is quite relaxing and good to chill out to.\No particular relationship. It reminds me of my primary school best friend as it was her favourite song."
175,a,"Righteousness 
Great Depression
Teamwork
Rich are overpowered
 I liked the album/soundtrack it appears on so I brought it. It also has one of my favourite artists on it. I like the message and the story behind it Yes, the track is part of a wider story and thus has an important message to say. It is also based on a film that I enjoyed."
175,b,"I love this song I had a discount for an album on the google play store and I used to buy the Wicked soundtrack for half price because it was on the first musicals I liked and it had some bonus tracks.c Yes, The musical it appears in lead to both my love of musicals."
176,a,"Recovering from a personal bereavement /I have all Mumfords & Sons Albums on my phone/I like music that speaks directly to your soul, to your raw emotions/Yes, a song I will play to remind me of how moving on with life is important, but small steps are OK"
176,b,"Being 16 and wearing a parka, drinking cider in the park\Beatles 1 album is an album for all seasons\It's easy to access\No. I would say a relationship with this sort of 60s music generally. It takes me back to the 90s when it had a resurgence off the back of Brit Pop, and those were my youth culture days"
177,a,"Excitement, beautiful harmonies, part singing. Knowing my daughter will be singing this in September.
On othe occasions it makes me cry because of the longing and hope which is portrayed. I love musical theatre, also my daughter is learning it for her show. Because it's beautiful Yes. My husband took me to see this show and then proposed so it's very special. "
177,b,"Wonder,  My daughter likes film music and wanted the soundtrack after watching the film. I love the different moods in this piece.  I'm beginning to as my daughter quotes which part of the film is being represented by the music. It will probably become one of those special memories."
178,a,"Remembering the last time I heard it at a party and what happened that night/I like the song so downloaded it/Upbeat rhythms and happy song/No, I just enjoy it and it has no real events or relationship associated with it"
178,b,"Samba and drumming\I love this song and downloaded it so I could write it for my university percussion ensemble\Really enjoy it as it is a very happy and joyful song that makes you feel positive\Yes, it reminds of when I first set up my own percussion ensemble and makes me happy as it's the first piece we played together"
179,a,Its funky/Part of an albumn that I downloaded/I like Maroon 5 and it has a good beat./No
179,b,"I smiled as soon as it came on \part of an albumn, I love Fuse ODG and afro beats \It makes me want to dance and I love dancing\I have a special relationship with any Fuse ODG music. I call it my happy music as it always makes me want to smile and cheers me up. Also went to see Fuse ODG live and it was a really good night."
180,a,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song. It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh. I do love grime it's a genre which is very honest and it very energetic. No, not really just something has always been played around be from a young age at school. Apart of the south London culture."
180,b,"Jazz funk sunny days with a smile. it has a great feeling to it with the mix of jazz and hip-hop. always makes you smile and move your head.  makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me. no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way."
181,a,"Boring It's part of a best of, that I bought because I like a few of the tracks. Doesn't really appeal to me.  No. 
Like I wrote, it's part of a best of-album, and so on. "
181,b,"very poppy, and kind of all over the place with random sounds and not many lyrics. When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist. I havent listened "
182,a,"I really like the artist as a person because she sent me free tickets, plus I like a lot of her music I bought the album because of another track it contained.  It's funky, Motown, upbeat, and sung from the heart.  No. It's good, and I appreciate it for its quality, but it doesn't move me. "
182,b,"Ooh Florrie, I'd forgotten about this one. I bought this, and everything else Florrie had for download purely on the strength of one track I heard over the instore speakers in Coin department store, in Como, Italy. That track was ""She Always Gets What She Wants"" and I Shazammed it while waiting for my wife to choose some clothes or makeup or something.  Upbeat disco, lovely voice, don't play it often, so not overplayed.  Somewhat, because it reminds me of that holiday."
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.
183,b,"Being a teenager! I loved singing along to this track in my teens (I'm now 37). I heard it again recently at a show my nephews (aged 9 and 11) were performing in and remembered how much I liked it, so I downloaded it on the way home from the show! I just love singing along and I often find I most enjoy songs that tell a story like this one. No, no particular relationship, just a fun song that I enjoy singing along with."
184,a,"That I am excited to go and see All Time Low in concert later on this year. Reminds me of a break -up. I really like the artist and the lyrics of the song.  Although it reminds me of a past relationship, it is quite a fast paced song. This helps me to overcome the negative feelings that I associate with the relationship. I also like the creativity of the lyrics. Yes - previously explained. Reminder of past relationship. "
184,b,"Inspiring to be creative and realize the light that is in the world. Reminds me of summer and if a very happy track. First seen on a YouTube video of Mongolia's got talent 2016. I find it very inspirational and it helps to boast my mood.  I really enjoy listening to this track as it makes me feel inspired. Yes - I relate it to the video and performance of the individual on Mongolia's got talent and his story and passion. This song helps to bring my mood up when I'm feeling down and I generally find it inspirational, not due to lyrics but rather tempo and beat."
185,a,"It's a track with energy, one of my favourites. /I saw Jimi play live at a festival and was mesmerised for te whole set. There are steel drums which I also like. It had a coda section at the end which makes the song much more interesting. Jim's voice is also excellent./I know it well and gives me a boost when listening. It's also a running track/Yes. It's about cutting out depression in your life and mentions his father. They are powerful references which resonate with me."
185,b,It's a joyful song. Moving and emotional\It's from a film that my wife loves. It's set in Dublin and simply shot.\I kid myself thst I could perform this if I learnt to play guitar or piano. It's raw emotion rather than a highly produced song.\Yes. As above.
186,a,"Summer. As soon as the first chord is played, it instantly makes me feel happier. I just really like the song and the beat that it has. It reminds me of summer, even though it is a new song and summer is my favourite time of year so this makes me happy. Its also a really good song to sing along to so this is also why I saved the track. It just reminds me to be happy and to enjoy life. I really like The Chainsmokers too. It also reminds me of various trips that I have had to Paris (as the title of the song is Paris), and this makes me think about my family, especially as my sister lived out there for a while. Not really, except for the fact that it reminds me of various holidays that I've had to Paris. The song wasn't released when I went on these holidays though so I don't feel as though I can say I have a relationship with the track."
186,b,"Contemporary Dance I did a dance to this so I saved it so I could practise the dance in my own time. I like Halsey and her songs. I really liked the song and I do still like it but since doing a dance to it, the only thing that I think of when listening to the song is the dance that was choreographed. Yes as I did a dance to it, so it reminds me of learning the dance and all the rehearsals that we had."
187,a,"The band and how quickly it became popular. I like the feeling and mood of the song. It is upbeat. It is energetic and happy. No, not with this track specifically. "
187,b,The sad feeling. It is a good song to sing along to. I like his voice and enjoy singing along. I identify with parts of the lyrics. No not this song but I do with other songs by this artist and so some of the relationship extends to this song. 
188,a,This was a comeback song for the Maccabees after a break./I have all of the Maccabees albums on my device./Maccabees are one of my favourite bands and this reminds me of some great gigs./Yes - Maccabees have been an important band to me so I have a relationship with a lot of their songs.
188,b,Summer days :)\I have all of the Kings of Leon albums on my device.\Kings of Leon are another of my favourite bands so I enjoy most of their songs.\Not really - it doesn't connect with me as much as other songs.
189,a,"Partying and dancing. Melody instantly stood out to me when I first heard it. Interesting structure, the 2 contrasting textures for the melody is nice, melody is catchy. Only thing I dislike is the short length. No relationship, just randomly came on when I was trying to find new music."
