participant_id,track_id,full_response_text,code_level3,coded_text_excerpt
56,a,"It's a great song by a band from near where I grew up. It's a pretty 'rocking' tune. It's a good song. It feels good to support a band from near my home town.  It has all the hallmarks of the kind of music I listened to a lot growing up and still really appreciate. It has a whole lot of 'drive'.  Yes, but not so much with the track but the band in general. Their progress/success co-incided with a lot of my own personal development over the last couple of years so in some ways their music (including this track) has been a soundtrack to that. ",Song Structure/Composition, It has all the hallmarks of the kind of music I listened to a lot growing up and still really appreciate
56,a,"It's a great song by a band from near where I grew up. It's a pretty 'rocking' tune. It's a good song. It feels good to support a band from near my home town.  It has all the hallmarks of the kind of music I listened to a lot growing up and still really appreciate. It has a whole lot of 'drive'.  Yes, but not so much with the track but the band in general. Their progress/success co-incided with a lot of my own personal development over the last couple of years so in some ways their music (including this track) has been a soundtrack to that. ",Sound ,It's a pretty 'rocking' tune.  /  It has a whole lot of 'drive'.
56,a,"It's a great song by a band from near where I grew up. It's a pretty 'rocking' tune. It's a good song. It feels good to support a band from near my home town.  It has all the hallmarks of the kind of music I listened to a lot growing up and still really appreciate. It has a whole lot of 'drive'.  Yes, but not so much with the track but the band in general. Their progress/success co-incided with a lot of my own personal development over the last couple of years so in some ways their music (including this track) has been a soundtrack to that. ",Artist ,"It's a great song by a band from near where I grew up.  /  It feels good to support a band from near my home town.  / Yes, but not so much with the track but the band in general./  Their progress/success co-incided with a lot of my own personal development over the last couple of years so in some ways their music (including this track) has been a soundtrack to that. "
56,a,"It's a great song by a band from near where I grew up. It's a pretty 'rocking' tune. It's a good song. It feels good to support a band from near my home town.  It has all the hallmarks of the kind of music I listened to a lot growing up and still really appreciate. It has a whole lot of 'drive'.  Yes, but not so much with the track but the band in general. Their progress/success co-incided with a lot of my own personal development over the last couple of years so in some ways their music (including this track) has been a soundtrack to that. ",Place ,It's a great song by a band from near where I grew up. /  It feels good to support a band from near my home town. 
56,a,"It's a great song by a band from near where I grew up. It's a pretty 'rocking' tune. It's a good song. It feels good to support a band from near my home town.  It has all the hallmarks of the kind of music I listened to a lot growing up and still really appreciate. It has a whole lot of 'drive'.  Yes, but not so much with the track but the band in general. Their progress/success co-incided with a lot of my own personal development over the last couple of years so in some ways their music (including this track) has been a soundtrack to that. ",Time or Stage in Life, It has all the hallmarks of the kind of music I listened to a lot growing up and still really appreciate
56,b," I love the over all feel of the track. I choose to save the track as part of my research into 'Tango', in order to gain more musical skills and a greater repertoire.   I think it is something to do with tracks specific musical qualities, being very rhythmical and with some great chords combined with the fact it is different to the usual repertoire of tunes I listen to. I don't really have a specific relationship with the track. Perhaps, the track is part of a greater relationship with music? I often look into other types of music for my own musical development so there is an interesting element of 'challenge' in my short-term relationship with the track.  ",Positive," I love the over all feel of the track, I think it is something to do with tracks specific musical qualities, being very rhythmical and with some great chords combined with the fact it is different to the usual repertoire of tunes I listen to"
56,b," I love the over all feel of the track. I choose to save the track as part of my research into 'Tango', in order to gain more musical skills and a greater repertoire.   I think it is something to do with tracks specific musical qualities, being very rhythmical and with some great chords combined with the fact it is different to the usual repertoire of tunes I listen to. I don't really have a specific relationship with the track. Perhaps, the track is part of a greater relationship with music? I often look into other types of music for my own musical development so there is an interesting element of 'challenge' in my short-term relationship with the track.  ",Rhythm," I think it is something to do with tracks specific musical qualities, being very rhythmical and with some great chords combined with the fact it is different to the usual repertoire of tunes I listen to. "
56,b," I love the over all feel of the track. I choose to save the track as part of my research into 'Tango', in order to gain more musical skills and a greater repertoire.   I think it is something to do with tracks specific musical qualities, being very rhythmical and with some great chords combined with the fact it is different to the usual repertoire of tunes I listen to. I don't really have a specific relationship with the track. Perhaps, the track is part of a greater relationship with music? I often look into other types of music for my own musical development so there is an interesting element of 'challenge' in my short-term relationship with the track.  ",Song Structure/Composition," I think it is something to do with tracks specific musical qualities, being very rhythmical and with some great chords combined with the fact it is different to the usual repertoire of tunes I listen to. "
56,b," I love the over all feel of the track. I choose to save the track as part of my research into 'Tango', in order to gain more musical skills and a greater repertoire.   I think it is something to do with tracks specific musical qualities, being very rhythmical and with some great chords combined with the fact it is different to the usual repertoire of tunes I listen to. I don't really have a specific relationship with the track. Perhaps, the track is part of a greater relationship with music? I often look into other types of music for my own musical development so there is an interesting element of 'challenge' in my short-term relationship with the track.  ",Sound ," I love the over all feel of the track./  I think it is something to do with tracks specific musical qualities, being very rhythmical and with some great chords combined with the fact it is different to the usual repertoire of tunes I listen to. "
56,b," I love the over all feel of the track. I choose to save the track as part of my research into 'Tango', in order to gain more musical skills and a greater repertoire.   I think it is something to do with tracks specific musical qualities, being very rhythmical and with some great chords combined with the fact it is different to the usual repertoire of tunes I listen to. I don't really have a specific relationship with the track. Perhaps, the track is part of a greater relationship with music? I often look into other types of music for my own musical development so there is an interesting element of 'challenge' in my short-term relationship with the track.  ",Genre," I choose to save the track as part of my research into 'Tango', in order to gain more musical skills and a greater repertoire. "
56,b," I love the over all feel of the track. I choose to save the track as part of my research into 'Tango', in order to gain more musical skills and a greater repertoire.   I think it is something to do with tracks specific musical qualities, being very rhythmical and with some great chords combined with the fact it is different to the usual repertoire of tunes I listen to. I don't really have a specific relationship with the track. Perhaps, the track is part of a greater relationship with music? I often look into other types of music for my own musical development so there is an interesting element of 'challenge' in my short-term relationship with the track.  ",No relationship,"I don't really have a specific relationship with the track. Perhaps, the track is part of a greater relationship with music? I often look into other types of music for my own musical development so there is an interesting element of 'challenge' in my short-term relationship with the track.  "
57,a,"Yay, I love this song! Green Day is one of my favorite bands so I have most of their songs saved to my phone It has a really good beat No",Positive,"Yay, I love this song! / It has a really good beat"
57,a,"Yay, I love this song! Green Day is one of my favorite bands so I have most of their songs saved to my phone It has a really good beat No",Favourite, Green Day is one of my favorite bands so I have most of their songs saved to my phone
57,a,"Yay, I love this song! Green Day is one of my favorite bands so I have most of their songs saved to my phone It has a really good beat No",Beat,It has a really good beat
57,a,"Yay, I love this song! Green Day is one of my favorite bands so I have most of their songs saved to my phone It has a really good beat No",Artist , Green Day is one of my favorite bands so I have most of their songs saved to my phone
57,a,"Yay, I love this song! Green Day is one of my favorite bands so I have most of their songs saved to my phone It has a really good beat No",Playlist, Green Day is one of my favorite bands so I have most of their songs saved to my phone
57,a,"Yay, I love this song! Green Day is one of my favorite bands so I have most of their songs saved to my phone It has a really good beat No",No relationship,No
57,b,"That's an awesome song Because it is one of my favourites Because its fun to sing along to Yes, i like to listen to it when i am not stressed out for the irony",Positive,That's an awesome song
57,b,"That's an awesome song Because it is one of my favourites Because its fun to sing along to Yes, i like to listen to it when i am not stressed out for the irony",Favourite, Because it is one of my favourites
57,b,"That's an awesome song Because it is one of my favourites Because its fun to sing along to Yes, i like to listen to it when i am not stressed out for the irony",Singing , Because its fun to sing along to 
57,b,"That's an awesome song Because it is one of my favourites Because its fun to sing along to Yes, i like to listen to it when i am not stressed out for the irony",Match Mood," Yes, i like to listen to it when i am not stressed out for the irony"
58,a,Listening to the cure with my mum Makes me happy Reminds me of my mum Yes it reminds me of when i was little ,Artist ,Listening to the cure with my mum 
58,a,Listening to the cure with my mum Makes me happy Reminds me of my mum Yes it reminds me of when i was little ,Time or Stage in Life,Yes it reminds me of when i was little 
58,a,Listening to the cure with my mum Makes me happy Reminds me of my mum Yes it reminds me of when i was little ,Family ,Listening to the cure with my mum / Reminds me of my mum
58,a,Listening to the cure with my mum Makes me happy Reminds me of my mum Yes it reminds me of when i was little ,Happiness-good mood,Makes me happy
58,b,School Makes me happy Reminds me of being in school with my friends Yeah it reminds me of school and old friends,Time or Stage in Life,School / Reminds me of being in school with my friends Yeah it reminds me of school and old friends
58,b,School Makes me happy Reminds me of being in school with my friends Yeah it reminds me of school and old friends,Friends,Reminds me of being in school with my friends Yeah it reminds me of school and old friends
58,b,School Makes me happy Reminds me of being in school with my friends Yeah it reminds me of school and old friends,Happiness-good mood,Makes me happy
59,a,"Movies/Good beat/It reminds me of similar Fluke tracks/No,  it doesn't remind me of a specific time, it's just a track I found and enjoyed.",Positive,"Good beat / No,  it doesn't remind me of a specific time, it's just a track I found and enjoyed."
59,a,"Movies/Good beat/It reminds me of similar Fluke tracks/No,  it doesn't remind me of a specific time, it's just a track I found and enjoyed.",Beat,Good beat
59,a,"Movies/Good beat/It reminds me of similar Fluke tracks/No,  it doesn't remind me of a specific time, it's just a track I found and enjoyed.",Artist ,/It reminds me of similar Fluke tracks/
59,a,"Movies/Good beat/It reminds me of similar Fluke tracks/No,  it doesn't remind me of a specific time, it's just a track I found and enjoyed.",Film,Movies
59,a,"Movies/Good beat/It reminds me of similar Fluke tracks/No,  it doesn't remind me of a specific time, it's just a track I found and enjoyed.",Discovery,"No,  it doesn't remind me of a specific time, it's just a track I found and enjoyed."
59,a,"Movies/Good beat/It reminds me of similar Fluke tracks/No,  it doesn't remind me of a specific time, it's just a track I found and enjoyed.",No relationship,"No,  it doesn't remind me of a specific time, it's just a track I found and enjoyed."
59,b,"Dancing\Reminds me of skiing\Reminds me of an amazing ski trip \No,  it's more about the memories it brings than the track itself.",Personal Event,"No,  it's more about the memories it brings than the track itself."
59,b,"Dancing\Reminds me of skiing\Reminds me of an amazing ski trip \No,  it's more about the memories it brings than the track itself.",Vacation,Reminds me of skiing\Reminds me of an amazing ski trip 
59,b,"Dancing\Reminds me of skiing\Reminds me of an amazing ski trip \No,  it's more about the memories it brings than the track itself.",Dancing,Dancing
59,b,"Dancing\Reminds me of skiing\Reminds me of an amazing ski trip \No,  it's more about the memories it brings than the track itself.",No relationship,"No,  it's more about the memories it brings than the track itself."
60,a,"The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low./I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional./The song makes me feel happy./The track makes me think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother, the weekend when he visited from uni and before I moved to Lancashire.",Positive,I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional.
60,a,"The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low./I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional./The song makes me feel happy./The track makes me think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother, the weekend when he visited from uni and before I moved to Lancashire.",Lyrics,I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional.
60,a,"The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low./I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional./The song makes me feel happy./The track makes me think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother, the weekend when he visited from uni and before I moved to Lancashire.",Musical Meaning,I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. 
60,a,"The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low./I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional./The song makes me feel happy./The track makes me think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother, the weekend when he visited from uni and before I moved to Lancashire.",Vocals,I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional.
60,a,"The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low./I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional./The song makes me feel happy./The track makes me think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother, the weekend when he visited from uni and before I moved to Lancashire.",Artist ,"The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low/ I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional./ The track makes me think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother,"
60,a,"The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low./I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional./The song makes me feel happy./The track makes me think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother, the weekend when he visited from uni and before I moved to Lancashire.",Memory,The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low
60,a,"The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low./I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional./The song makes me feel happy./The track makes me think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother, the weekend when he visited from uni and before I moved to Lancashire.",Discovery,The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low
60,a,"The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low./I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional./The song makes me feel happy./The track makes me think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother, the weekend when he visited from uni and before I moved to Lancashire.",Personal Event,"think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother, the weekend when he visited from uni and before I moved to Lancashire."
60,a,"The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low./I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional./The song makes me feel happy./The track makes me think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother, the weekend when he visited from uni and before I moved to Lancashire.",Family ,"The track makes me think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother, the weekend when he visited from uni and before I moved to Lancashire."
60,a,"The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low./I like how the lyrics about there being something beautiful hiding the shadows and the focus on  being optimistic. Chrissy Constanza's voice is exceptional./The song makes me feel happy./The track makes me think of a great night when I saw All Time Low, Good Charlotte and Against the Current in Birmingham with my brother, the weekend when he visited from uni and before I moved to Lancashire.",Happiness-good mood,The track makes me feel happy and looking forward to bright memories and what I have to look forward to. It also makes me think about when I discovered Against the Current when they supported All Time Low/ The song makes me feel happy./
60,b,"Desiring to get lost in thoughts of a faraway place like the moon.\Waterparks play unique songs and the album Double Dare is one of those albums where each track is different.\Awsten Knight is gifted with a high energy voice and I like the idea of being so happy that you feel like you are lost in heaven. It is up beat and uplifting.\Yes, the song makes me think about pursuing hope and being on a journey to then get to a place where you feel happy. Waterparks have three EPs and released an impressive album at the end of last year. They are achieving their dreams and do not want to stop there. Awsten Knight wants to illustrate children's books and Otto want to get better at unicycling.",Musical Expressive Characteristics,uplifting
60,b,"Desiring to get lost in thoughts of a faraway place like the moon.\Waterparks play unique songs and the album Double Dare is one of those albums where each track is different.\Awsten Knight is gifted with a high energy voice and I like the idea of being so happy that you feel like you are lost in heaven. It is up beat and uplifting.\Yes, the song makes me think about pursuing hope and being on a journey to then get to a place where you feel happy. Waterparks have three EPs and released an impressive album at the end of last year. They are achieving their dreams and do not want to stop there. Awsten Knight wants to illustrate children's books and Otto want to get better at unicycling.",Musical Meaning,"Desiring to get lost in thoughts of a faraway place like the moon./ Awsten Knight is gifted with a high energy voice and I like the idea of being so happy that you feel like you are lost in heaven. / Yes, the song makes me think about pursuing hope and being on a journey to then get to a place where you feel happy"
60,b,"Desiring to get lost in thoughts of a faraway place like the moon.\Waterparks play unique songs and the album Double Dare is one of those albums where each track is different.\Awsten Knight is gifted with a high energy voice and I like the idea of being so happy that you feel like you are lost in heaven. It is up beat and uplifting.\Yes, the song makes me think about pursuing hope and being on a journey to then get to a place where you feel happy. Waterparks have three EPs and released an impressive album at the end of last year. They are achieving their dreams and do not want to stop there. Awsten Knight wants to illustrate children's books and Otto want to get better at unicycling.",Beat,It is up beat and uplifting
60,b,"Desiring to get lost in thoughts of a faraway place like the moon.\Waterparks play unique songs and the album Double Dare is one of those albums where each track is different.\Awsten Knight is gifted with a high energy voice and I like the idea of being so happy that you feel like you are lost in heaven. It is up beat and uplifting.\Yes, the song makes me think about pursuing hope and being on a journey to then get to a place where you feel happy. Waterparks have three EPs and released an impressive album at the end of last year. They are achieving their dreams and do not want to stop there. Awsten Knight wants to illustrate children's books and Otto want to get better at unicycling.",Performer,Awsten Knight is gifted with a high energy voice and I like the idea of being so happy that you feel like you are lost in heaven. I
60,b,"Desiring to get lost in thoughts of a faraway place like the moon.\Waterparks play unique songs and the album Double Dare is one of those albums where each track is different.\Awsten Knight is gifted with a high energy voice and I like the idea of being so happy that you feel like you are lost in heaven. It is up beat and uplifting.\Yes, the song makes me think about pursuing hope and being on a journey to then get to a place where you feel happy. Waterparks have three EPs and released an impressive album at the end of last year. They are achieving their dreams and do not want to stop there. Awsten Knight wants to illustrate children's books and Otto want to get better at unicycling.",Album,\Waterparks play unique songs and the album Double Dare is one of those albums where each track is different./  Waterparks have three EPs and released an impressive album at the end of last year. They are achieving their dreams and do not want to stop there. Awsten Knight wants to illustrate children's books and Otto want to get better at unicycling.
60,b,"Desiring to get lost in thoughts of a faraway place like the moon.\Waterparks play unique songs and the album Double Dare is one of those albums where each track is different.\Awsten Knight is gifted with a high energy voice and I like the idea of being so happy that you feel like you are lost in heaven. It is up beat and uplifting.\Yes, the song makes me think about pursuing hope and being on a journey to then get to a place where you feel happy. Waterparks have three EPs and released an impressive album at the end of last year. They are achieving their dreams and do not want to stop there. Awsten Knight wants to illustrate children's books and Otto want to get better at unicycling.",Artist ,\Waterparks play unique songs and the album Double Dare is one of those albums where each track is different./ Awsten Knight is gifted with a high energy voice and I like the idea of being so happy that you feel like you are lost in heaven. /  Waterparks have three EPs and released an impressive album at the end of last year. They are achieving their dreams and do not want to stop there. Awsten Knight wants to illustrate children's books and Otto want to get better at unicycling.
60,b,"Desiring to get lost in thoughts of a faraway place like the moon.\Waterparks play unique songs and the album Double Dare is one of those albums where each track is different.\Awsten Knight is gifted with a high energy voice and I like the idea of being so happy that you feel like you are lost in heaven. It is up beat and uplifting.\Yes, the song makes me think about pursuing hope and being on a journey to then get to a place where you feel happy. Waterparks have three EPs and released an impressive album at the end of last year. They are achieving their dreams and do not want to stop there. Awsten Knight wants to illustrate children's books and Otto want to get better at unicycling.",Imagination,Desiring to get lost in thoughts of a faraway place like the moon
60,b,"Desiring to get lost in thoughts of a faraway place like the moon.\Waterparks play unique songs and the album Double Dare is one of those albums where each track is different.\Awsten Knight is gifted with a high energy voice and I like the idea of being so happy that you feel like you are lost in heaven. It is up beat and uplifting.\Yes, the song makes me think about pursuing hope and being on a journey to then get to a place where you feel happy. Waterparks have three EPs and released an impressive album at the end of last year. They are achieving their dreams and do not want to stop there. Awsten Knight wants to illustrate children's books and Otto want to get better at unicycling.",Happiness-good mood,It is up beat and uplifting
61,a,"Cheery, happy, driving Because I like the song, I like old songs Happy tune, nice song No",Positive,"Because I like the song, I like old songs/  Happy tune, nice song"
61,a,"Cheery, happy, driving Because I like the song, I like old songs Happy tune, nice song No",Musical Expressive Characteristics,"Cheery, happy, driving, happy tune "
61,a,"Cheery, happy, driving Because I like the song, I like old songs Happy tune, nice song No",Melody," Happy tune, nice song"
61,a,"Cheery, happy, driving Because I like the song, I like old songs Happy tune, nice song No",Era ,"Because I like the song, I like old songs "
61,a,"Cheery, happy, driving Because I like the song, I like old songs Happy tune, nice song No",Driving ,"Cheery, happy, driving"
61,a,"Cheery, happy, driving Because I like the song, I like old songs Happy tune, nice song No",No relationship,No
61,b,"Happy, sing along, driving, childhood Like the song, happy song, put it on when getting ready or driving Catchy, like the song and beat Yes, just heard it a lot when I was younger been driven around in the car",Positive," Like the song, happy song, put it on when getting ready or driving/ Catchy, like the song and beat"
61,b,"Happy, sing along, driving, childhood Like the song, happy song, put it on when getting ready or driving Catchy, like the song and beat Yes, just heard it a lot when I was younger been driven around in the car",Familiar,"Yes, just heard it a lot when I was younger been driven around in the car"
61,b,"Happy, sing along, driving, childhood Like the song, happy song, put it on when getting ready or driving Catchy, like the song and beat Yes, just heard it a lot when I was younger been driven around in the car",Musical Expressive Characteristics,"Catchy, like the song and beat, catchy song, happy song"
61,b,"Happy, sing along, driving, childhood Like the song, happy song, put it on when getting ready or driving Catchy, like the song and beat Yes, just heard it a lot when I was younger been driven around in the car",Beat,"Catchy, like the song and beat"
61,b,"Happy, sing along, driving, childhood Like the song, happy song, put it on when getting ready or driving Catchy, like the song and beat Yes, just heard it a lot when I was younger been driven around in the car",Time or Stage in Life,"Happy, sing along, driving, childhood / Yes, just heard it a lot when I was younger been driven around in the car"
61,b,"Happy, sing along, driving, childhood Like the song, happy song, put it on when getting ready or driving Catchy, like the song and beat Yes, just heard it a lot when I was younger been driven around in the car",Driving ,"Happy, sing along, driving, childhood /  Like the song, happy song, put it on when getting ready or driving"
61,b,"Happy, sing along, driving, childhood Like the song, happy song, put it on when getting ready or driving Catchy, like the song and beat Yes, just heard it a lot when I was younger been driven around in the car",Singing ,"Happy, sing along, driving, childhood "
62,a,"Reading festival /Playlist for background music /Upbeat, catchy and great guitar riffs/Yes - takes me back to summer and festivals",Positive,"Upbeat, catchy and great guitar riffs"
62,a,"Reading festival /Playlist for background music /Upbeat, catchy and great guitar riffs/Yes - takes me back to summer and festivals",Musical Expressive Characteristics,"Upbeat, catchy "
62,a,"Reading festival /Playlist for background music /Upbeat, catchy and great guitar riffs/Yes - takes me back to summer and festivals",Beat,"Upbeat, catchy and great guitar riffs"
62,a,"Reading festival /Playlist for background music /Upbeat, catchy and great guitar riffs/Yes - takes me back to summer and festivals",Instrumentation,"Upbeat, catchy and great guitar riffs"
62,a,"Reading festival /Playlist for background music /Upbeat, catchy and great guitar riffs/Yes - takes me back to summer and festivals",Riffs-Ornamentation,"Upbeat, catchy and great guitar riffs"
62,a,"Reading festival /Playlist for background music /Upbeat, catchy and great guitar riffs/Yes - takes me back to summer and festivals",Playlist,Playlist for background music 
62,a,"Reading festival /Playlist for background music /Upbeat, catchy and great guitar riffs/Yes - takes me back to summer and festivals",Event/Concert,Reading festival / Yes - takes me back to summer and festivals
62,a,"Reading festival /Playlist for background music /Upbeat, catchy and great guitar riffs/Yes - takes me back to summer and festivals",Place ,Reading festival / Yes - takes me back to summer and festivals
62,a,"Reading festival /Playlist for background music /Upbeat, catchy and great guitar riffs/Yes - takes me back to summer and festivals",Reminisce- Nostalgia,Yes-takes me back 
62,a,"Reading festival /Playlist for background music /Upbeat, catchy and great guitar riffs/Yes - takes me back to summer and festivals",Partying ,Reading festival
62,a,"Reading festival /Playlist for background music /Upbeat, catchy and great guitar riffs/Yes - takes me back to summer and festivals",Summer,Yes - takes me back to summer and festivals
62,b,To turn it off \Gathering the others liked it \Boring same generic arctic monkeys song as every other \No- don't like arctic monkeys,Negative,To turn it off / Gathering the others liked it \Boring same generic arctic monkeys song as every other \No- don't like arctic monkeys
62,b,To turn it off \Gathering the others liked it \Boring same generic arctic monkeys song as every other \No- don't like arctic monkeys,Musical Expressive Characteristics, Boring same generic arctic monkeys song as every other 
62,b,To turn it off \Gathering the others liked it \Boring same generic arctic monkeys song as every other \No- don't like arctic monkeys,Artist ,Boring same generic arctic monkeys song as every other \No- don't like arctic monkeys
62,b,To turn it off \Gathering the others liked it \Boring same generic arctic monkeys song as every other \No- don't like arctic monkeys,No relationship,\No- don't like arctic monkeys
63,a,"Remembering when my friend introduced me to the band with this song (amongst others) I enjoys listening to it but also find it a good song for motivation when exercising It is part of a great album, and is different to many other songs that I have Yes, as I remember finding out about the band and listening to their music and really enjoying it with a friend.",Positive,"I enjoys listening to it but also find it a good song for motivation when exercising /  It is part of a great album, and is different to many other songs that I have / Yes, as I remember finding out about the band and listening to their music and really enjoying it with a friend."
63,a,"Remembering when my friend introduced me to the band with this song (amongst others) I enjoys listening to it but also find it a good song for motivation when exercising It is part of a great album, and is different to many other songs that I have Yes, as I remember finding out about the band and listening to their music and really enjoying it with a friend.",Album," It is part of a great album, and is different to many other songs that I have"
63,a,"Remembering when my friend introduced me to the band with this song (amongst others) I enjoys listening to it but also find it a good song for motivation when exercising It is part of a great album, and is different to many other songs that I have Yes, as I remember finding out about the band and listening to their music and really enjoying it with a friend.",Artist ,"Remembering when my friend introduced me to the band with this song (amongst others) / Yes, as I remember finding out about the band and listening to their music and really enjoying it with a friend."
63,a,"Remembering when my friend introduced me to the band with this song (amongst others) I enjoys listening to it but also find it a good song for motivation when exercising It is part of a great album, and is different to many other songs that I have Yes, as I remember finding out about the band and listening to their music and really enjoying it with a friend.",Discovery,"Remembering when my friend introduced me to the band with this song (amongst others) / Yes, as I remember finding out about the band and listening to their music and really enjoying it with a friend."
63,a,"Remembering when my friend introduced me to the band with this song (amongst others) I enjoys listening to it but also find it a good song for motivation when exercising It is part of a great album, and is different to many other songs that I have Yes, as I remember finding out about the band and listening to their music and really enjoying it with a friend.",Friends,"Remembering when my friend introduced me to the band with this song (amongst others) / Yes, as I remember finding out about the band and listening to their music and really enjoying it with a friend."
63,a,"Remembering when my friend introduced me to the band with this song (amongst others) I enjoys listening to it but also find it a good song for motivation when exercising It is part of a great album, and is different to many other songs that I have Yes, as I remember finding out about the band and listening to their music and really enjoying it with a friend.",Recommendation from Friend/Family ,Remembering when my friend introduced me to the band with this song (amongst others) 
63,a,"Remembering when my friend introduced me to the band with this song (amongst others) I enjoys listening to it but also find it a good song for motivation when exercising It is part of a great album, and is different to many other songs that I have Yes, as I remember finding out about the band and listening to their music and really enjoying it with a friend.",Exercising ,I enjoys listening to it but also find it a good song for motivation when exercising 
63,a,"Remembering when my friend introduced me to the band with this song (amongst others) I enjoys listening to it but also find it a good song for motivation when exercising It is part of a great album, and is different to many other songs that I have Yes, as I remember finding out about the band and listening to their music and really enjoying it with a friend.",Motivation/focus,I enjoys listening to it but also find it a good song for motivation when exercising 
63,b,"Jealousy, I know people who have seen the band live and I missed out As part of a great album that I can listen to at any time I enjoy listening to the track as part of the appreciation for the band, the song itself is good but nothing special Not really, it doesnt stir up any emotions of attachment or sentimentality",Positive," I enjoy listening to the track as part of the appreciation for the band, the song itself is good but nothing special"
63,b,"Jealousy, I know people who have seen the band live and I missed out As part of a great album that I can listen to at any time I enjoy listening to the track as part of the appreciation for the band, the song itself is good but nothing special Not really, it doesnt stir up any emotions of attachment or sentimentality",Negative," I enjoy listening to the track as part of the appreciation for the band, the song itself is good but nothing special"
63,b,"Jealousy, I know people who have seen the band live and I missed out As part of a great album that I can listen to at any time I enjoy listening to the track as part of the appreciation for the band, the song itself is good but nothing special Not really, it doesnt stir up any emotions of attachment or sentimentality",Musical Expressive Characteristics,Jealousy 
63,b,"Jealousy, I know people who have seen the band live and I missed out As part of a great album that I can listen to at any time I enjoy listening to the track as part of the appreciation for the band, the song itself is good but nothing special Not really, it doesnt stir up any emotions of attachment or sentimentality",Album, As part of a great album that I can listen to at any time
63,b,"Jealousy, I know people who have seen the band live and I missed out As part of a great album that I can listen to at any time I enjoy listening to the track as part of the appreciation for the band, the song itself is good but nothing special Not really, it doesnt stir up any emotions of attachment or sentimentality",Artist ,"Jealousy, I know people who have seen the band live and I missed out/  I enjoy listening to the track as part of the appreciation for the band, the song itself is good but nothing special"
