passage_id,date,article_type,title,url,passage_text,code
24,11/4/98,Opinion,"Rethinking Jefferson, the Man and President",https://www.nytimes.com/1998/11/04/opinion/l-rethinking-jefferson-the-man-and-president-691399.html,"Orlando Patterson (Op-Ed, Nov. 2) asserts that for many African-Americans and some scholars ''Jefferson's contradictions were . . . more reason for a separatist interpretation'' of America's racist legacy. Yet any serious reading of the work of mainstream black intellectuals whose lives were devoted to inclusion rather than separatism, like Frederick Douglass, W. E. B. Du Bois and the Rev. Dr. Martin Luther King Jr., would not support that assertion.",Collective Synecdoche
25,7/6/90,Opinion,How Campus Separatism Can Begin to End;   The Road Ahead,https://www.nytimes.com/1990/07/06/opinion/l-how-campus-separatism-can-begin-to-end-the-road-ahead-601890.html,"In 1903, Dr. W. E. B. Du Bois wrote that the problem of the 20th century is the problem of the color line. Unfortunately, it looks as though that will be true for the next century, at least. The color line will not disappear without the unremitting efforts of all true democrats, and there is no comprehensive guidebook for the travel ahead. Intelligence is the ability to solve new problems.",Scholar
25,7/6/90,Opinion,How Campus Separatism Can Begin to End;   The Road Ahead,https://www.nytimes.com/1990/07/06/opinion/l-how-campus-separatism-can-begin-to-end-the-road-ahead-601890.html,"In 1903, Dr. W. E. B. Du Bois wrote that the problem of the 20th century is the problem of the color line. Unfortunately, it looks as though that will be true for the next century, at least. The color line will not disappear without the unremitting efforts of all true democrats, and there is no comprehensive guidebook for the travel ahead. Intelligence is the ability to solve new problems.",Mention of Scholarly Work
25,7/6/90,Opinion,How Campus Separatism Can Begin to End;   The Road Ahead,https://www.nytimes.com/1990/07/06/opinion/l-how-campus-separatism-can-begin-to-end-the-road-ahead-601890.html,"In 1903, Dr. W. E. B. Du Bois wrote that the problem of the 20th century is the problem of the color line. Unfortunately, it looks as though that will be true for the next century, at least. The color line will not disappear without the unremitting efforts of all true democrats, and there is no comprehensive guidebook for the travel ahead. Intelligence is the ability to solve new problems.",Social/Political Advocacy
26,2/4/22,Opinion,The Backlash Against C.R.T. Shows That Republicans Are Losing Ground,https://www.nytimes.com/2022/02/04/opinion/crt-backlash-du-bois.html,"Du Bois, who studied at the University of Berlin with some of the most acclaimed scholars of his day and who was the first Black American to receive a doctorate from Harvard, believed that history should aspire to be something like a science. And if that was to be the case, “if the record of human action is going to be set down with that accuracy and faithfulness of detail which will allow its use as a measuring rod and guidepost for the future of nations,” then in his view, “there must be set some standards of ethics in research and interpretation.” Du Bois’s view was that, when it came to Reconstruction and the “American Negro,” American historians had fallen far short of that ideal. Instead, they produced — for the consumption of both students and the general public — a history that cast Reconstruction as a “disgraceful attempt to subject white people to ignorant Negro rule.” Rather than treat history as “a science or as an art using the results of science,” they had used it as a tool of “pleasure and amusement, for inflating our national ego, and giving us a false but pleasurable sense of accomplishment.” This history, wrote Du Bois, existed only to “influence and educate the new generation along the way we wish,” where “we” meant the existing power structure.",Scholar
26,2/4/22,Opinion,The Backlash Against C.R.T. Shows That Republicans Are Losing Ground,https://www.nytimes.com/2022/02/04/opinion/crt-backlash-du-bois.html,"Du Bois, who studied at the University of Berlin with some of the most acclaimed scholars of his day and who was the first Black American to receive a doctorate from Harvard, believed that history should aspire to be something like a science. And if that was to be the case, “if the record of human action is going to be set down with that accuracy and faithfulness of detail which will allow its use as a measuring rod and guidepost for the future of nations,” then in his view, “there must be set some standards of ethics in research and interpretation.” Du Bois’s view was that, when it came to Reconstruction and the “American Negro,” American historians had fallen far short of that ideal. Instead, they produced — for the consumption of both students and the general public — a history that cast Reconstruction as a “disgraceful attempt to subject white people to ignorant Negro rule.” Rather than treat history as “a science or as an art using the results of science,” they had used it as a tool of “pleasure and amusement, for inflating our national ego, and giving us a false but pleasurable sense of accomplishment.” This history, wrote Du Bois, existed only to “influence and educate the new generation along the way we wish,” where “we” meant the existing power structure.",Social/Political Advocacy
26,2/4/22,Opinion,The Backlash Against C.R.T. Shows That Republicans Are Losing Ground,https://www.nytimes.com/2022/02/04/opinion/crt-backlash-du-bois.html,"Du Bois, who studied at the University of Berlin with some of the most acclaimed scholars of his day and who was the first Black American to receive a doctorate from Harvard, believed that history should aspire to be something like a science. And if that was to be the case, “if the record of human action is going to be set down with that accuracy and faithfulness of detail which will allow its use as a measuring rod and guidepost for the future of nations,” then in his view, “there must be set some standards of ethics in research and interpretation.” Du Bois’s view was that, when it came to Reconstruction and the “American Negro,” American historians had fallen far short of that ideal. Instead, they produced — for the consumption of both students and the general public — a history that cast Reconstruction as a “disgraceful attempt to subject white people to ignorant Negro rule.” Rather than treat history as “a science or as an art using the results of science,” they had used it as a tool of “pleasure and amusement, for inflating our national ego, and giving us a false but pleasurable sense of accomplishment.” This history, wrote Du Bois, existed only to “influence and educate the new generation along the way we wish,” where “we” meant the existing power structure.",Coalition Building
27,6/17/15,Opinion,Rachel Dolezal’s Unintended Gift to America,https://www.nytimes.com/2015/06/17/opinion/rachel-dolezals-unintended-gift-to-america.html,"In the early 19th century, Thomas Jefferson relied on elaborate mathematical equations to determine when a “mulatto” legally became a white person. Charles W. Chesnutt, a racially ambiguous writer, asked “What Is a White Man?” in an 1889 essay and poked fun at the laws that allowed a person to change his or her racial designation by walking across a state line. How was it possible, Chesnutt wondered, that the same person could be classified as black in North Carolina but white in South Carolina? Even W. E. B. Du Bois had trouble formulating a theoretically accurate account of racial identity, so he put it simply: A black man is “a person who must ride ‘Jim Crow’ in Georgia.” But his statement still leaves us with a puzzle: What would a black man be without Jim Crow to define him?",Scholar
27,6/17/15,Opinion,Rachel Dolezal’s Unintended Gift to America,https://www.nytimes.com/2015/06/17/opinion/rachel-dolezals-unintended-gift-to-america.html,"In the early 19th century, Thomas Jefferson relied on elaborate mathematical equations to determine when a “mulatto” legally became a white person. Charles W. Chesnutt, a racially ambiguous writer, asked “What Is a White Man?” in an 1889 essay and poked fun at the laws that allowed a person to change his or her racial designation by walking across a state line. How was it possible, Chesnutt wondered, that the same person could be classified as black in North Carolina but white in South Carolina? Even W. E. B. Du Bois had trouble formulating a theoretically accurate account of racial identity, so he put it simply: A black man is “a person who must ride ‘Jim Crow’ in Georgia.” But his statement still leaves us with a puzzle: What would a black man be without Jim Crow to define him?",Mention of Scholarly Work
27,6/17/15,Opinion,Rachel Dolezal’s Unintended Gift to America,https://www.nytimes.com/2015/06/17/opinion/rachel-dolezals-unintended-gift-to-america.html,"In the early 19th century, Thomas Jefferson relied on elaborate mathematical equations to determine when a “mulatto” legally became a white person. Charles W. Chesnutt, a racially ambiguous writer, asked “What Is a White Man?” in an 1889 essay and poked fun at the laws that allowed a person to change his or her racial designation by walking across a state line. How was it possible, Chesnutt wondered, that the same person could be classified as black in North Carolina but white in South Carolina? Even W. E. B. Du Bois had trouble formulating a theoretically accurate account of racial identity, so he put it simply: A black man is “a person who must ride ‘Jim Crow’ in Georgia.” But his statement still leaves us with a puzzle: What would a black man be without Jim Crow to define him?",Social/Political Advocacy
28,10/25/22,Opinion,Why I Keep Coming Back to Reconstruction,https://www.nytimes.com/2022/10/25/opinion/reconstruction-civil-war-du-bois.html,"The term “abolition-democracy” began with Du Bois and is worth further exploration. Abolition-democracy, Du Bois writes, was the “liberal movement among both laborers and small capitalists” who saw “the danger of slavery to both capital and labor.” Its standard-bearers were abolitionists like Wendell Phillips and radical antislavery politicians like Charles Sumner and Thaddeus Stevens, and in its eyes, “the only real object” of the Civil War was the abolition of slavery and “it was convinced that this could be thoroughly accomplished only if the emancipated Negroes became free citizens and voters.” It was also clear to some within abolition-democracy that “freedom in order to be free required a minimum of capital in addition to political rights.” In this way, abolition-democracy was an anticipation of social democratic ideology, although few of its proponents, in Du Bois’s view, grasped the full significance of their analysis of the relationship between political freedom, civil rights and economic security. Opposing abolition-democracy, in Du Bois’s telling, were the reactionaries of the former Confederate South who sought to “re-establish slavery by force.” The South, he writes, “opposed Negro education, opposed land and capital for Negroes, and violently and bitterly opposed any political power. It fought every conception inch by inch: no real emancipation, limited civil rights, no Negro schools, no votes for Negroes.” Between these two sides lay Northern industry and capital. It wanted profits and it would join whichever force enabled it to expand its power and reach. Initially, this meant abolition-democracy, as Northern industry feared the return of a South that might threaten its political and economic dominance. It “swung inevitably toward democracy” rather than allow the “continuation of Southern oligarchy,” Du Bois writes.",Scholar
28,10/25/22,Opinion,Why I Keep Coming Back to Reconstruction,https://www.nytimes.com/2022/10/25/opinion/reconstruction-civil-war-du-bois.html,"The term “abolition-democracy” began with Du Bois and is worth further exploration. Abolition-democracy, Du Bois writes, was the “liberal movement among both laborers and small capitalists” who saw “the danger of slavery to both capital and labor.” Its standard-bearers were abolitionists like Wendell Phillips and radical antislavery politicians like Charles Sumner and Thaddeus Stevens, and in its eyes, “the only real object” of the Civil War was the abolition of slavery and “it was convinced that this could be thoroughly accomplished only if the emancipated Negroes became free citizens and voters.” It was also clear to some within abolition-democracy that “freedom in order to be free required a minimum of capital in addition to political rights.” In this way, abolition-democracy was an anticipation of social democratic ideology, although few of its proponents, in Du Bois’s view, grasped the full significance of their analysis of the relationship between political freedom, civil rights and economic security. Opposing abolition-democracy, in Du Bois’s telling, were the reactionaries of the former Confederate South who sought to “re-establish slavery by force.” The South, he writes, “opposed Negro education, opposed land and capital for Negroes, and violently and bitterly opposed any political power. It fought every conception inch by inch: no real emancipation, limited civil rights, no Negro schools, no votes for Negroes.” Between these two sides lay Northern industry and capital. It wanted profits and it would join whichever force enabled it to expand its power and reach. Initially, this meant abolition-democracy, as Northern industry feared the return of a South that might threaten its political and economic dominance. It “swung inevitably toward democracy” rather than allow the “continuation of Southern oligarchy,” Du Bois writes.",Mention of Scholarly Work
28,10/25/22,Opinion,Why I Keep Coming Back to Reconstruction,https://www.nytimes.com/2022/10/25/opinion/reconstruction-civil-war-du-bois.html,"The term “abolition-democracy” began with Du Bois and is worth further exploration. Abolition-democracy, Du Bois writes, was the “liberal movement among both laborers and small capitalists” who saw “the danger of slavery to both capital and labor.” Its standard-bearers were abolitionists like Wendell Phillips and radical antislavery politicians like Charles Sumner and Thaddeus Stevens, and in its eyes, “the only real object” of the Civil War was the abolition of slavery and “it was convinced that this could be thoroughly accomplished only if the emancipated Negroes became free citizens and voters.” It was also clear to some within abolition-democracy that “freedom in order to be free required a minimum of capital in addition to political rights.” In this way, abolition-democracy was an anticipation of social democratic ideology, although few of its proponents, in Du Bois’s view, grasped the full significance of their analysis of the relationship between political freedom, civil rights and economic security. Opposing abolition-democracy, in Du Bois’s telling, were the reactionaries of the former Confederate South who sought to “re-establish slavery by force.” The South, he writes, “opposed Negro education, opposed land and capital for Negroes, and violently and bitterly opposed any political power. It fought every conception inch by inch: no real emancipation, limited civil rights, no Negro schools, no votes for Negroes.” Between these two sides lay Northern industry and capital. It wanted profits and it would join whichever force enabled it to expand its power and reach. Initially, this meant abolition-democracy, as Northern industry feared the return of a South that might threaten its political and economic dominance. It “swung inevitably toward democracy” rather than allow the “continuation of Southern oligarchy,” Du Bois writes.",Social/Political Advocacy
30,8/27/76,Archives,No Welcome Mat For Marxist Scholars,https://www.nytimes.com/1976/08/27/archives/no-welcome-mat-for-marxist-scholars.html,"The late C. Wright Mills—isolated and harassed because of his radicalism —once remarked that all social science for the past century and a halt is a dialogue with Marx. I think he was right. One will find upon examining the writings of American scholars such as Charles A. Beard, John R. Commons, Albion W. Small, Thorstein Veblen, W. E. B. Du Bois and E. R. A. Seligman that though most did not find Marxism fully persuasive, they all treated Marxism as one of the most illuminating forms of thought in existence",Scholar
30,8/27/76,Archives,No Welcome Mat For Marxist Scholars,https://www.nytimes.com/1976/08/27/archives/no-welcome-mat-for-marxist-scholars.html,"The late C. Wright Mills—isolated and harassed because of his radicalism —once remarked that all social science for the past century and a halt is a dialogue with Marx. I think he was right. One will find upon examining the writings of American scholars such as Charles A. Beard, John R. Commons, Albion W. Small, Thorstein Veblen, W. E. B. Du Bois and E. R. A. Seligman that though most did not find Marxism fully persuasive, they all treated Marxism as one of the most illuminating forms of thought in existence",Social/Political Advocacy
30,8/27/76,Archives,No Welcome Mat For Marxist Scholars,https://www.nytimes.com/1976/08/27/archives/no-welcome-mat-for-marxist-scholars.html,"The late C. Wright Mills—isolated and harassed because of his radicalism —once remarked that all social science for the past century and a halt is a dialogue with Marx. I think he was right. One will find upon examining the writings of American scholars such as Charles A. Beard, John R. Commons, Albion W. Small, Thorstein Veblen, W. E. B. Du Bois and E. R. A. Seligman that though most did not find Marxism fully persuasive, they all treated Marxism as one of the most illuminating forms of thought in existence",Collective Synecdoche
31,5/10/87,World,DU BOIS STILL A GREAT HERO TO GHANAIANS,https://www.nytimes.com/1987/05/10/world/du-bois-still-a-great-hero-to-ghanaians.html,"Some Ghanaians and Americans here say that the recent tributes paid Du Bois are part of an attempt by Ghana's Government to rehabilitate Kwame Nkrumah, Ghana's first President. Mr. Nkrumah, a Socialist, was overthrown in a 1966 army coup and died in exile. Ghana's current Government is reviewing designs for Accra's first large memorial to Mr. Nkrumah.",Social/Political Advocacy
31,5/10/87,World,DU BOIS STILL A GREAT HERO TO GHANAIANS,https://www.nytimes.com/1987/05/10/world/du-bois-still-a-great-hero-to-ghanaians.html,"Some Ghanaians and Americans here say that the recent tributes paid Du Bois are part of an attempt by Ghana's Government to rehabilitate Kwame Nkrumah, Ghana's first President. Mr. Nkrumah, a Socialist, was overthrown in a 1966 army coup and died in exile. Ghana's current Government is reviewing designs for Accra's first large memorial to Mr. Nkrumah.",Out of the Mouth of Activists
32,8/2/92,Magazine,Learning to Talk of Race,https://www.nytimes.com/1992/08/02/magazine/learning-to-talk-of-race.html,"The common denominator of these views of race is that each still sees black people as a ""problem people,"" in the words of Dorothy I. Height, president of the National Council of Negro Women, rather than as fellow American citizens with problems. Her words echo the poignant ""unasked question"" of W. E. B. Du Bois, who wrote: ""They approach me in a half-hesitant sort of way, eye me curiously or compassionately, and then instead of saying directly, How does it feel to be a problem? they say, I know an excellent colored man in my town. . . . Do not these Southern outrages make your blood boil? At these I smile, or am interested, or reduce the boiling to a simmer, as the occasion may require. To the real question, How does it feel to be a problem? I answer seldom a word."" Nearly a century later, we confine discussions about race in America to the ""problems"" black people pose for whites rather than considering what this way of viewing black people reveals about us as a nation.",Scholar
32,8/2/92,Magazine,Learning to Talk of Race,https://www.nytimes.com/1992/08/02/magazine/learning-to-talk-of-race.html,"The common denominator of these views of race is that each still sees black people as a ""problem people,"" in the words of Dorothy I. Height, president of the National Council of Negro Women, rather than as fellow American citizens with problems. Her words echo the poignant ""unasked question"" of W. E. B. Du Bois, who wrote: ""They approach me in a half-hesitant sort of way, eye me curiously or compassionately, and then instead of saying directly, How does it feel to be a problem? they say, I know an excellent colored man in my town. . . . Do not these Southern outrages make your blood boil? At these I smile, or am interested, or reduce the boiling to a simmer, as the occasion may require. To the real question, How does it feel to be a problem? I answer seldom a word."" Nearly a century later, we confine discussions about race in America to the ""problems"" black people pose for whites rather than considering what this way of viewing black people reveals about us as a nation.",Mention of Scholarly Work
32,8/2/92,Magazine,Learning to Talk of Race,https://www.nytimes.com/1992/08/02/magazine/learning-to-talk-of-race.html,"The common denominator of these views of race is that each still sees black people as a ""problem people,"" in the words of Dorothy I. Height, president of the National Council of Negro Women, rather than as fellow American citizens with problems. Her words echo the poignant ""unasked question"" of W. E. B. Du Bois, who wrote: ""They approach me in a half-hesitant sort of way, eye me curiously or compassionately, and then instead of saying directly, How does it feel to be a problem? they say, I know an excellent colored man in my town. . . . Do not these Southern outrages make your blood boil? At these I smile, or am interested, or reduce the boiling to a simmer, as the occasion may require. To the real question, How does it feel to be a problem? I answer seldom a word."" Nearly a century later, we confine discussions about race in America to the ""problems"" black people pose for whites rather than considering what this way of viewing black people reveals about us as a nation.",Social/Political Advocacy
32,8/2/92,Magazine,Learning to Talk of Race,https://www.nytimes.com/1992/08/02/magazine/learning-to-talk-of-race.html,"The common denominator of these views of race is that each still sees black people as a ""problem people,"" in the words of Dorothy I. Height, president of the National Council of Negro Women, rather than as fellow American citizens with problems. Her words echo the poignant ""unasked question"" of W. E. B. Du Bois, who wrote: ""They approach me in a half-hesitant sort of way, eye me curiously or compassionately, and then instead of saying directly, How does it feel to be a problem? they say, I know an excellent colored man in my town. . . . Do not these Southern outrages make your blood boil? At these I smile, or am interested, or reduce the boiling to a simmer, as the occasion may require. To the real question, How does it feel to be a problem? I answer seldom a word."" Nearly a century later, we confine discussions about race in America to the ""problems"" black people pose for whites rather than considering what this way of viewing black people reveals about us as a nation.",Out of the Mouth of Activists
33,2/13/94,Opinion,The Unpatriotic Academy,https://www.nytimes.com/1994/02/13/opinion/the-unpatriotic-academy.html,"That is the desire to which the Rev. Dr. Martin Luther King Jr. appealed, and he is somebody every American can be proud of. It is just as appropriate for white Americans to take pride in Dr. King and in his (limited) success as for black Americans to take pride in Ralph Waldo Emerson and John Dewey and their (limited) successes. Cornel West wrote a book -- ""The American Evasion of Philosophy"" -- about the connections between Emerson, Dewey, W. E. B. Du Bois and his own preaching in African-American churches. The late Irving Howe, whose ""World of Our Fathers"" did much to make us aware that we are a nation of immigrants, also tried to persuade us (in ""The American Newness: Culture and Politics in the Age of Emerson"") to cherish a distinctively American, distinctively Emersonian, hope.",Out of the Mouth of Academics
33,2/13/94,Opinion,The Unpatriotic Academy,https://www.nytimes.com/1994/02/13/opinion/the-unpatriotic-academy.html,"That is the desire to which the Rev. Dr. Martin Luther King Jr. appealed, and he is somebody every American can be proud of. It is just as appropriate for white Americans to take pride in Dr. King and in his (limited) success as for black Americans to take pride in Ralph Waldo Emerson and John Dewey and their (limited) successes. Cornel West wrote a book -- ""The American Evasion of Philosophy"" -- about the connections between Emerson, Dewey, W. E. B. Du Bois and his own preaching in African-American churches. The late Irving Howe, whose ""World of Our Fathers"" did much to make us aware that we are a nation of immigrants, also tried to persuade us (in ""The American Newness: Culture and Politics in the Age of Emerson"") to cherish a distinctively American, distinctively Emersonian, hope.",Out of the Mouth of Activists
33,2/13/94,Opinion,The Unpatriotic Academy,https://www.nytimes.com/1994/02/13/opinion/the-unpatriotic-academy.html,"That is the desire to which the Rev. Dr. Martin Luther King Jr. appealed, and he is somebody every American can be proud of. It is just as appropriate for white Americans to take pride in Dr. King and in his (limited) success as for black Americans to take pride in Ralph Waldo Emerson and John Dewey and their (limited) successes. Cornel West wrote a book -- ""The American Evasion of Philosophy"" -- about the connections between Emerson, Dewey, W. E. B. Du Bois and his own preaching in African-American churches. The late Irving Howe, whose ""World of Our Fathers"" did much to make us aware that we are a nation of immigrants, also tried to persuade us (in ""The American Newness: Culture and Politics in the Age of Emerson"") to cherish a distinctively American, distinctively Emersonian, hope.",Collective Synecdoche
34,6/15/91,Opinion,Isn't It Odd to Learn Only About White Males?; Good and Great Books,https://www.nytimes.com/1991/06/15/opinion/l-isn-t-it-odd-to-learn-only-about-white-males-good-and-great-books-666591.html,"This claim is itself open to argument, which is why I included it in the article. But it does no service to the cause of multicultural literature to stretch it beyond recognition as Mr. Gates has mistakenly done. I cannot imagine in a world filled with the works of W. E. B. Du Bois, James Baldwin, Richard Wright, Toni Morrison and even Henry Louis Gates that Mr. Adler would not consider the statement attributed to him to be preposterous. ERIC ALTERMAN Washington, May 26, 1991",Collective Synecdoche
35,3/20/94,Opinion,"White Outrage, Black Suspicion",https://www.nytimes.com/1994/03/20/opinion/white-outrage-black-suspicion.html,"Part of the reason for our reluctance to engage in such public criticism is historical. For generations, whites have called on black leaders to denounce other blacks' offensive or radical ideas. Many leaders have actually been denounced as a result of such pleas, leading to crippling battles among black political leaders. Betrayals and self-defeating efforts to exclude rival leaders have undermined hard-fought efforts to gain and hold political power all across the country. While few of us may know the history of the battles between Marcus Garvey and W. E. B. Du Bois, many still remember the repeated calls for ""responsible"" black leaders to denounce the unlawful tactics and ""radical"" goals of the Rev. Dr. Martin Luther King Jr.",Activist
35,3/20/94,Opinion,"White Outrage, Black Suspicion",https://www.nytimes.com/1994/03/20/opinion/white-outrage-black-suspicion.html,"Part of the reason for our reluctance to engage in such public criticism is historical. For generations, whites have called on black leaders to denounce other blacks' offensive or radical ideas. Many leaders have actually been denounced as a result of such pleas, leading to crippling battles among black political leaders. Betrayals and self-defeating efforts to exclude rival leaders have undermined hard-fought efforts to gain and hold political power all across the country. While few of us may know the history of the battles between Marcus Garvey and W. E. B. Du Bois, many still remember the repeated calls for ""responsible"" black leaders to denounce the unlawful tactics and ""radical"" goals of the Rev. Dr. Martin Luther King Jr.",Social/Political Advocacy
35,3/20/94,Opinion,"White Outrage, Black Suspicion",https://www.nytimes.com/1994/03/20/opinion/white-outrage-black-suspicion.html,"Part of the reason for our reluctance to engage in such public criticism is historical. For generations, whites have called on black leaders to denounce other blacks' offensive or radical ideas. Many leaders have actually been denounced as a result of such pleas, leading to crippling battles among black political leaders. Betrayals and self-defeating efforts to exclude rival leaders have undermined hard-fought efforts to gain and hold political power all across the country. While few of us may know the history of the battles between Marcus Garvey and W. E. B. Du Bois, many still remember the repeated calls for ""responsible"" black leaders to denounce the unlawful tactics and ""radical"" goals of the Rev. Dr. Martin Luther King Jr.",Collective Synecdoche
36,4/13/86,New York,272 TO SHARE $5.9 MILLION IN GUGGENHEIM AWARDS,https://www.nytimes.com/1986/04/13/nyregion/272-to-share-5.9-million-in-guggenheim-awards.html,"NEW JERSEY Elihu Abrahams, Bernard Serin Professor of Physics, Rutgers University: theoretical studies in condensed matter physics. David Bromwich, associate professor of English, Princeton University: modernism and modernity in English poetry. Petra ten-Doesschate Chu, professor of art history, Seton Hall University: a critical edition of the letters of Gustave Courbet. Joan DeJean, professor of Romance languages and literatures, Princeton: 17th-century French women writers and the development of the modern novel. Alban K. Forcione, Walter S. Carpenter Jr. Professor of the Language, Literature, and Civilization of Spain and professor of comparative literature and Romance languages and literatures, Princeton: perspectives on the literature of the European baroque. David Levering Lewis, Martin Luther King Jr. Professor of History, Rutgers: the life and times of W. E. B. Du Bois. George A. Miller, James S. McDonnell Distinguished University Professor of Psychology, Princeton: the organization of lexical memory. Sylvia Molloy, Emory L. Ford Professor of Spanish and professor of Romance languages and literatures, Princeton: Spanish-American autobiographical writing of the 19th and 20th centuries. Suzanne Nash, professor of Romance languages and literatures, Princeton: the representation of Germany in French travel literature, 1800-1848. David L. Quint, associate professor of comparative literature, Princeton: epic poetry and the political ideology of imperialism. Theodore Weiss, poet, William and Anne S. Paton",Out of the Mouth of Academics
37,6/15/00,New York,Landmark Status For Harlem Buildings; District Holds Hub of Black Culture,https://www.nytimes.com/2000/06/15/nyregion/landmark-status-for-harlem-buildings-district-holds-hub-of-black-culture.html,"As they gazed up the hill from ''the valley,'' as central Harlem was sometimes called, Harlemites saw a shimmering bluff that would, from 1929 until midcentury, become a hub of elite black society. The names of those who lived there read like a Who's Who of black history: Ralph Ellison, Thurgood Marshall, Joe Louis, W. E. B. Du Bois, James Baldwin, Adam Clayton Powell Sr., Zora Neale Hurston, Duke Ellington and Paul Robeson, to name a few.",Collective Synecdoche
38,5/15/00,U.S.,PUBLIC LIVES; His Civil Rights Challenge: Equal Access to Technology,https://www.nytimes.com/2000/05/15/us/public-lives-his-civil-rights-challenge-equal-access-to-technology.html,"'I believe one of the main civil rights challenges of this new millennium is the challenge of ensuring equal access to technology,'' he said. ''W. E. B. Du Bois said, 'The problem of the 20th century is the problem of the color line.' At the dawn of this century, our challenge is preventing the color line from determining who is online.''",Scholar
38,5/15/00,U.S.,PUBLIC LIVES; His Civil Rights Challenge: Equal Access to Technology,https://www.nytimes.com/2000/05/15/us/public-lives-his-civil-rights-challenge-equal-access-to-technology.html,"'I believe one of the main civil rights challenges of this new millennium is the challenge of ensuring equal access to technology,'' he said. ''W. E. B. Du Bois said, 'The problem of the 20th century is the problem of the color line.' At the dawn of this century, our challenge is preventing the color line from determining who is online.''",Mention of Scholarly Work
38,5/15/00,U.S.,PUBLIC LIVES; His Civil Rights Challenge: Equal Access to Technology,https://www.nytimes.com/2000/05/15/us/public-lives-his-civil-rights-challenge-equal-access-to-technology.html,"'I believe one of the main civil rights challenges of this new millennium is the challenge of ensuring equal access to technology,'' he said. ''W. E. B. Du Bois said, 'The problem of the 20th century is the problem of the color line.' At the dawn of this century, our challenge is preventing the color line from determining who is online.''",Social/Political Advocacy
39,4/30/19,Obituaries,"Martin Kilson, Scholar and Racial Pathbreaker at Harvard, Dies at 88",https://www.nytimes.com/2019/04/30/obituaries/martin-kilson-dead.html,"Writing in Black Commentator, an online journal, Professor Kilson called the use of the epithet an insult to black people and to former Harvard teachers like Du Bois, Ralph J. Bunche and John Hope Franklin.",Out of the Mouth of Academics
39,4/30/19,Obituaries,"Martin Kilson, Scholar and Racial Pathbreaker at Harvard, Dies at 88",https://www.nytimes.com/2019/04/30/obituaries/martin-kilson-dead.html,"Writing in Black Commentator, an online journal, Professor Kilson called the use of the epithet an insult to black people and to former Harvard teachers like Du Bois, Ralph J. Bunche and John Hope Franklin.",Collective Synecdoche
41,6/10/92,Opinion,"Listen, Suburbs, the Cities Aren't Going Away; The Ones Left Behind",https://www.nytimes.com/1992/06/10/opinion/l-listen-suburbs-the-cities-aren-t-going-away-the-ones-left-behind-823192.html,"The ""talented tenth,"" a concept celebrated by W. E. B. Du Bois, have prospered as a result of affirmative action. Colin Powell, Jesse Jackson, Gov. Douglas Wilder and most of those testifying at the Senate hearings before the appointment of Associate Justice Clarence Thomas all demonstrate the effectiveness of affirmative action programs for superior African-Americans.",Mention of Scholarly Work
41,6/10/92,Opinion,"Listen, Suburbs, the Cities Aren't Going Away; The Ones Left Behind",https://www.nytimes.com/1992/06/10/opinion/l-listen-suburbs-the-cities-aren-t-going-away-the-ones-left-behind-823192.html,"The ""talented tenth,"" a concept celebrated by W. E. B. Du Bois, have prospered as a result of affirmative action. Colin Powell, Jesse Jackson, Gov. Douglas Wilder and most of those testifying at the Senate hearings before the appointment of Associate Justice Clarence Thomas all demonstrate the effectiveness of affirmative action programs for superior African-Americans.",Social/Political Advocacy
42,7/13/00,U.S.,THE 2000 CAMPAIGN; In His Own Words,https://www.nytimes.com/2000/07/13/us/the-2000-campaign-in-his-own-words-190845.html,"'' W. E. B. Du Bois described the N.A.A.C.P.'s mission this way: ''the discovering and redress of cases of injustice.'' The N.A.A.C.P. has always championed the people, not the powerful; the weak and the weary, not the well off and the well connected.",Activist
42,7/13/00,U.S.,THE 2000 CAMPAIGN; In His Own Words,https://www.nytimes.com/2000/07/13/us/the-2000-campaign-in-his-own-words-190845.html,"'' W. E. B. Du Bois described the N.A.A.C.P.'s mission this way: ''the discovering and redress of cases of injustice.'' The N.A.A.C.P. has always championed the people, not the powerful; the weak and the weary, not the well off and the well connected.",Social/Political Advocacy
42,7/13/00,U.S.,THE 2000 CAMPAIGN; In His Own Words,https://www.nytimes.com/2000/07/13/us/the-2000-campaign-in-his-own-words-190845.html,"'' W. E. B. Du Bois described the N.A.A.C.P.'s mission this way: ''the discovering and redress of cases of injustice.'' The N.A.A.C.P. has always championed the people, not the powerful; the weak and the weary, not the well off and the well connected.",Coalition Building
44,11/3/96,Education,Can Harvard's Powerhouse Alter the Course of Black Studies?,https://www.nytimes.com/1996/11/03/education/can-harvard-s-powerhouse-alter-the-course-of-black-studies.html,"''But she's got relatives and friends broke as the 10 Commandments,'' he said. ''Just focusing on Oprah won't show us how the race problem can be solved. It's more complex than that. Du Bois said begin with art, because art tries to take us outside of ourselves. It's a matter of trying to create an atmosphere and a context so conversation can flow back and forth, and we can be influenced by each other.''",Social/Political Advocacy
45,4/17/01,New York,Pulitzer Prizes Include 3 for News Coverage of Immigration and Ethnic Complexity,https://www.nytimes.com/2001/04/17/nyregion/pulitzer-prizes-include-3-for-news-coverage-of-immigration-and-ethnic-complexity.html,"Mr. Lewis, who met Du Bois as a child, told one interviewer that he had sought to present ''a conflicted figure whose attempt to achieve his ideals caused him to contradict many of them.''",Social/Political Advocacy
